Pulse Amplitude, Multi-Channel Scalar, 2020-08-31 17:56:12
0, 2870
0, 2839
0, 2859
0, 2885
0, 2860
0, 2847
0, 2877
0, 2843
0, 2882
0, 2819
0, 2869
0, 2877
0, 2875
0, 2851
0, 2872
0, 2825
0, 2856
0, 2894
0, 2866
0, 2849
0, 2847
0, 2852
0, 2874
0, 2852
0, 2855
0, 2874
0, 2864
0, 2851
0, 2853
0, 2876
0, 2857
0, 2893
0, 2824
0, 2891
0, 2853
0, 2859
0, 2861
0, 2869
0, 2857
0, 2864
0, 2839
0, 2873
0, 2841
0, 2880
0, 2837
0, 2876
0, 2839
0, 2884
0, 2865
0, 2828
0, 2887
0, 2833
0, 2889
0, 2845
0, 2880
0, 2847
0, 2859
0, 2870
0, 2849
0, 2851
0, 2879
0, 2868
0, 2854
0, 2850
0, 2896
0, 2866
0, 2833
0, 2867
0, 2855
0, 2870
0, 2886
0, 2848
0, 2838
0, 2873
0, 2858
0, 2843
0, 2874
1, 2884
0, 2835
0, 2874
0, 2863
0, 2857
0, 2866
0, 2871
0, 2874
0, 2815
0, 2904
0, 2824
0, 2860
0, 2852
0, 2872
0, 2855
0, 2877
0, 2855
0, 2868
0, 2881
0, 2855
0, 2849
0, 2882
0, 2861
0, 2858
0, 2852
0, 2878
0, 2818
0, 2925
0, 2830
0, 2877
0, 2853
0, 2869
0, 2847
0, 2874
0, 2855
0, 2870
0, 2857
0, 2868
0, 2834
0, 2858
0, 2886
0, 2843
0, 2883
0, 2823
0, 2894
0, 2854
0, 2865
0, 2859
0, 2871
0, 2842
0, 2873
0, 2876
0, 2845
0, 2897
0, 2823
0, 2870
0, 2870
0, 2865
0, 2855
0, 2886
0, 2840
0, 2878
0, 2843
0, 2853
0, 2897
0, 2846
0, 2849
0, 2871
0, 2845
0, 2873
0, 2874
0, 2857
0, 2863
0, 2833
0, 2894
0, 2857
0, 2839
0, 2847
0, 2893
0, 2856
0, 2871
0, 2838
0, 2881
0, 2869
0, 2871
0, 2838
0, 2873
0, 2869
0, 2877
0, 2848
0, 2863
0, 2864
0, 2875
0, 2832
0, 2872
0, 2856
0, 2871
0, 2871
0, 2854
0, 2846
0, 2895
0, 2868
0, 2827
0, 2872
0, 2849
0, 2882
0, 2823
0, 2918
0, 2821
0, 2866
0, 2868
0, 2857
0, 2853
0, 2884
0, 2847
0, 2892
0, 2853
0, 2869
0, 2874
0, 2839
0, 2853
0, 2878
0, 2845
0, 2888
0, 2875
0, 2816
0, 2897
0, 2837
0, 2839
0, 2884
0, 2885
0, 2830
0, 2883
0, 2852
0, 2849
0, 2898
0, 2842
0, 2863
0, 2868
0, 2866
0, 2831
0, 2879
0, 2851
0, 2871
0, 2837
0, 2875
0, 2871
0, 2870
0, 2849
0, 2875
0, 2843
0, 2889
0, 2857
0, 2872
0, 2850
0, 2874
0, 2848
0, 2880
0, 2832
0, 2885
0, 2856
0, 2867
0, 2874
0, 2850
0, 2826
0, 2902
0, 2868
0, 2841
0, 2876
0, 2847
0, 2876
0, 2827
0, 2901
0, 2845
0, 2852
0, 2864
0, 2873
0, 2831
0, 2900
0, 2834
0, 2880
0, 2862
0, 2867
0, 2879
0, 2835
0, 2858
0, 2871
0, 2854
0, 2874
0, 2867
0, 2854
0, 2892
0, 2829
0, 2845
0, 2871
0, 2869
0, 2863
0, 2886
0, 2835
0, 2892
0, 2858
0, 2862
0, 2844
0, 2846
0, 2893
0, 2820
0, 2870
0, 2862
0, 2878
0, 2862
0, 2853
0, 2851
0, 2871
0, 2856
0, 2877
0, 2846
0, 2879
0, 2857
0, 2855
0, 2855
0, 2890
0, 2855
0, 2863
0, 2842
0, 2881
0, 2845
0, 2849
0, 2867
0, 2866
0, 2836
0, 2895
0, 2853
0, 2853
0, 2853
0, 2854
0, 2883
0, 2840
0, 2890
0, 2838
0, 2841
0, 2880
0, 2872
0, 2812
0, 2898
0, 2849
0, 2886
0, 2846
0, 2886
0, 2861
0, 2852
0, 2843
0, 2882
0, 2837
0, 2869
0, 2866
0, 2867
0, 2873
0, 2834
0, 2842
0, 2881
0, 2857
0, 2853
0, 2867
0, 2858
0, 2871
0, 2865
0, 2862
0, 2836
0, 2840
0, 2885
0, 2842
0, 2867
0, 2856
0, 2878
0, 2840
0, 2889
0, 2830
0, 2871
0, 2863
0, 2858
0, 2856
0, 2880
0, 2859
0, 2873
0, 2842
0, 2889
0, 2848
0, 2870
0, 2861
0, 2837
0, 2849
0, 2871
0, 2862
0, 2872
0, 2830
0, 2873
0, 2859
0, 2866
0, 2858
0, 2859
0, 2859
0, 2845
0, 2891
0, 2861
0, 2856
0, 2864
0, 2846
0, 2844
0, 2897
0, 2845
0, 2871
0, 2845
0, 2886
0, 2852
0, 2864
0, 2841
0, 2872
0, 2858
0, 2870
0, 2855
0, 2861
0, 2893
0, 2842
0, 2837
0, 2846
0, 2896
0, 2841
0, 2876
0, 2853
0, 2855
0, 2889
0, 2843
0, 2855
0, 2847
0, 2869
0, 2837
0, 2858
0, 2874
0, 2882
0, 2828
0, 2880
0, 2829
0, 2881
0, 2851
0, 2879
0, 2830
0, 2888
0, 2864
0, 2865
0, 2839
0, 2900
0, 2842
0, 2875
0, 2835
0, 2862
0, 2857
0, 2844
0, 2881
0, 2859
0, 2850
0, 2870
0, 2857
0, 2859
0, 2866
0, 2841
0, 2872
0, 2845
0, 2878
0, 2860
0, 2856
0, 2844
0, 2879
0, 2828
0, 2880
0, 2849
0, 2890
0, 2838
0, 2892
0, 2854
0, 2861
0, 2843
0, 2874
0, 2863
0, 2872
0, 2862
0, 2855
0, 2878
0, 2824
0, 2866
0, 2842
0, 2896
0, 2841
0, 2869
0, 2862
0, 2871
0, 2861
0, 2843
0, 2854
0, 2850
0, 2895
0, 2831
0, 2837
0, 2867
0, 2898
0, 2844
0, 2865
0, 2853
0, 2839
0, 2879
0, 2877
0, 2850
0, 2857
0, 2858
0, 2889
0, 2822
1, 2890
0, 2839
0, 2905
0, 2826
0, 2867
0, 2851
0, 2881
0, 2831
0, 2870
0, 2836
0, 2879
0, 2878
0, 2840
0, 2871
0, 2859
0, 2875
0, 2816
0, 2884
0, 2851
0, 2879
0, 2852
0, 2858
0, 2843
0, 2878
0, 2855
0, 2861
0, 2853
0, 2892
0, 2854
0, 2852
0, 2854
0, 2862
0, 2869
0, 2890
0, 2841
0, 2865
0, 2858
0, 2854
0, 2858
0, 2849
0, 2872
0, 2859
0, 2872
0, 2846
0, 2853
0, 2871
0, 2853
0, 2853
0, 2848
0, 2878
0, 2859
0, 2829
0, 2866
0, 2896
0, 2847
0, 2862
0, 2863
0, 2860
0, 2834
0, 2894
0, 2867
0, 2856
0, 2841
0, 2899
0, 2839
0, 2873
0, 2849
0, 2872
0, 2841
0, 2877
0, 2839
0, 2871
0, 2855
0, 2860
0, 2837
0, 2881
0, 2863
0, 2852
0, 2874
0, 2863
0, 2844
0, 2838
0, 2896
0, 2815
0, 2890
0, 2843
0, 2874
0, 2842
0, 2882
0, 2863
0, 2861
0, 2847
0, 2887
0, 2853
0, 2839
0, 2864
0, 2881
0, 2889
0, 2834
0, 2878
0, 2838
0, 2870
0, 2852
0, 2831
0, 2861
0, 2876
0, 2868
0, 2870
0, 2874
0, 2857
0, 2859
0, 2868
0, 2832
0, 2877
0, 2852
0, 2858
0, 2827
0, 2889
0, 2863
0, 2850
0, 2871
0, 2856
0, 2862
0, 2841
0, 2893
0, 2858
0, 2862
0, 2846
0, 2888
0, 2828
0, 2876
0, 2875
0, 2858
0, 2852
0, 2873
0, 2839
0, 2885
0, 2826
0, 2860
0, 2861
0, 2867
0, 2844
0, 2870
0, 2864
0, 2856
0, 2851
0, 2851
0, 2874
0, 2853
0, 2851
0, 2862
0, 2871
0, 2836
0, 2902
0, 2854
0, 2863
0, 2838
0, 2885
0, 2858
0, 2839
0, 2859
0, 2862
0, 2899
0, 2854
0, 2877
0, 2839
0, 2860
0, 2843
0, 2842
0, 2871
0, 2874
0, 2849
0, 2887
0, 2868
0, 2852
0, 2853
0, 2848
0, 2861
0, 2859
0, 2866
0, 2871
0, 2831
0, 2861
0, 2871
0, 2857
0, 2873
0, 2855
0, 2864
0, 2859
0, 2875
0, 2850
0, 2871
0, 2862
0, 2865
0, 2847
0, 2881
0, 2842
0, 2899
0, 2832
0, 2863
0, 2859
0, 2871
0, 2851
0, 2851
0, 2855
0, 2879
0, 2852
0, 2861
0, 2854
0, 2871
0, 2871
0, 2833
0, 2872
0, 2855
0, 2868
0, 2829
0, 2893
0, 2844
0, 2902
0, 2835
0, 2872
0, 2837
0, 2885
0, 2850
0, 2864
0, 2862
0, 2868
0, 2873
0, 2840
0, 2880
0, 2856
0, 2861
0, 2815
0, 2876
0, 2854
0, 2874
0, 2869
0, 2863
0, 2865
0, 2864
0, 2849
0, 2870
0, 2836
0, 2880
0, 2849
0, 2879
0, 2828
0, 2847
0, 2903
0, 2834
0, 2885
0, 2841
0, 2878
0, 2857
0, 2874
0, 2854
0, 2859
0, 2860
0, 2883
0, 2823
0, 2893
0, 2853
0, 2869
0, 2856
0, 2863
0, 2839
0, 2879
0, 2874
0, 2834
0, 2863
0, 2875
0, 2855
0, 2855
0, 2865
0, 2857
0, 2886
0, 2830
0, 2873
0, 2863
0, 2871
0, 2802
0, 2911
0, 2813
0, 2910
0, 2847
0, 2868
0, 2841
0, 2880
0, 2857
0, 2876
0, 2853
0, 2857
0, 2894
0, 2833
0, 2866
0, 2879
0, 2835
0, 2860
0, 2848
0, 2851
0, 2868
0, 2885
0, 2841
0, 2868
0, 2868
0, 2875
0, 2855
0, 2843
0, 2861
0, 2867
0, 2862
0, 2823
0, 2851
0, 2906
0, 2859
0, 2870
0, 2868
0, 2852
0, 2859
0, 2867
0, 2863
0, 2854
0, 2863
0, 2871
0, 2836
0, 2886
0, 2853
0, 2889
0, 2848
0, 2861
0, 2846
0, 2865
0, 2851
0, 2860
0, 2854
0, 2871
0, 2830
0, 2897
0, 2843
0, 2867
0, 2887
0, 2824
0, 2875
0, 2851
0, 2882
0, 2824
0, 2881
0, 2848
0, 2876
0, 2848
0, 2881
0, 2847
0, 2877
0, 2843
0, 2890
0, 2857
0, 2862
0, 2874
0, 2838
0, 2874
0, 2870
0, 2843
0, 2835
0, 2880
0, 2851
0, 2858
0, 2868
0, 2848
0, 2885
0, 2849
0, 2852
0, 2892
0, 2845
0, 2861
0, 2850
0, 2874
0, 2836
0, 2838
0, 2906
0, 2850
0, 2852
0, 2885
0, 2852
0, 2853
0, 2867
0, 2860
0, 2886
0, 2841
0, 2883
0, 2830
0, 2894
0, 2847
0, 2892
0, 2830
0, 2870
0, 2846
0, 2883
0, 2840
0, 2850
0, 2874
0, 2879
0, 2825
0, 2903
0, 2833
0, 2867
0, 2899
0, 2802
0, 2878
0, 2870
0, 2863
0, 2835
0, 2885
0, 2832
0, 2880
0, 2849
0, 2891
0, 2837
0, 2883
0, 2845
0, 2881
0, 2858
0, 2868
0, 2861
0, 2849
0, 2860
0, 2868
0, 2878
0, 2829
0, 2863
0, 2867
0, 2854
0, 2867
0, 2852
0, 2855
0, 2883
0, 2843
0, 2871
0, 2859
0, 2873
0, 2845
0, 2876
0, 2828
0, 2855
0, 2868
0, 2870
0, 2849
0, 2884
0, 2864
0, 2859
0, 2869
0, 2847
0, 2868
0, 2868
0, 2862
0, 2846
0, 2883
0, 2849
0, 2883
0, 2838
0, 2887
0, 2824
0, 2875
0, 2861
0, 2842
0, 2897
0, 2839
0, 2837
0, 2910
0, 2830
0, 2876
0, 2860
0, 2840
0, 2891
0, 2843
0, 2874
0, 2811
0, 2901
0, 2830
0, 2909
0, 2836
0, 2875
0, 2848
0, 2861
0, 2858
0, 2895
0, 2848
0, 2880
0, 2837
0, 2865
0, 2869
0, 2853
0, 2854
0, 2871
0, 2837
0, 2855
0, 2861
0, 2876
0, 2847
0, 2869
0, 2876
0, 2855
0, 2879
0, 2867
0, 2842
0, 2861
0, 2853
0, 2826
0, 2866
0, 2887
0, 2859
0, 2851
0, 2867
0, 2854
0, 2864
0, 2881
0, 2843
0, 2883
0, 2855
0, 2865
0, 2861
0, 2880
0, 2850
0, 2883
0, 2810
0, 2888
0, 2850
0, 2878
0, 2847
0, 2860
0, 2842
0, 2874
0, 2865
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
2
4
32
148
468
1521
4452
22702
71113
239031
512707
855308
727429
364220
67333
20648
8450
7743
6011
6159
5703
4267
1746
972
578
373
161
95
57
46
27
18
15
19
4
2
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
